entropy_1,entropy_2,entropy_3,session_num,elapse_minute_rounded,half
1.5428431591027243,1.037510382767083,1.037510382767083,5.0,0,0.0
1.5736107434982234,1.1640240455617294,1.2061100025985738,5.0,0,0.0
1.5867297633934871,1.3696217458394757,1.208324967761863,5.0,0,0.0
1.599705257027631,1.3712102366844094,1.2104546023797589,5.0,0,0.0
1.6125396321789265,1.371918866909031,1.2125020476022352,5.0,0,0.0
1.6889132843026502,1.3004231992028916,1.2235104712607345,5.0,1,0.0
1.7007996023676752,1.300648502546806,1.2250484514496145,5.0,1,0.0
1.7125624700891424,1.3008374376199594,1.2265254058191344,5.0,1,0.0
1.739189100973236,1.3098493037165673,1.2297056493830716,5.0,2,0.0
1.7505577836243442,1.3192801858172825,1.2309956550560595,5.0,2,0.0
1.7618110481814897,1.5022737601448517,1.2322331671983842,5.0,2,0.0
1.7729506542848212,1.502446623413842,1.2334199649699547,5.0,2,0.0
1.7839783236779478,1.5033095154227907,1.2345577580478548,5.0,2,0.0
1.8497885277331645,1.4826232438265905,1.240600307920575,5.0,3,0.0
1.860059470285722,1.4838671135999892,1.241430733641048,5.0,3,0.0
1.9214283066377644,1.4641901747766548,1.2457830932170344,5.0,4,0.0
1.9310175343696572,1.4675576298680013,1.246370953210658,5.0,4,0.0
1.9405172316509607,1.6726552717729666,1.2469292830056482,5.0,4,0.0
1.9620577903355385,1.6618109689008245,1.248107609792733,5.0,4,0.0
1.971270437008536,1.6332748632370446,1.2485748061532251,5.0,4,0.0
1.9803986962005085,1.6331755924985916,1.2490162272239849,5.0,4,1.0
2.023784338672642,1.5936597342150063,1.2508263525240115,5.0,5,1.0
2.0324385918787002,1.6319463687718687,1.2511313936119768,5.0,5,1.0
2.0410158703618198,1.636055667381526,1.2514156123308877,5.0,5,1.0
2.0495171760256707,1.6364439686320638,1.2516796369263192,5.0,5,1.0
2.1004616564806207,1.6010850081714794,1.2528991331277726,5.0,6,1.0
2.1187420498083327,1.5233430638969707,1.2531879449783634,5.0,6,1.0
2.1366655987200565,1.5567348127679135,1.2533963548056233,5.0,7,1.0
2.183017335282207,1.5330918434277807,1.2535983058754925,5.0,7,1.0
2.190306396820003,1.6237980001035652,1.2535865159351856,5.0,7,1.0
2.1975355337677205,1.6218167166893758,1.2535632828547174,5.0,8,1.0
2.2047054594277196,1.6210425268272144,1.2535289390586224,5.0,8,1.0
2.2118168756871097,1.6720941042545576,1.2534838070198147,5.0,8,1.0
2.2188704732533227,1.6758485388021431,1.2534281995972016,5.0,8,1.0
2.2697352320578967,1.7936770514207687,1.2527115567607356,5.0,9,1.0
2.27632582377652,1.7934246197537442,1.2525786239083079,5.0,9,1.0
2.3159549714764056,1.7847055491803006,1.2515888324073805,5.0,10,1.0
2.3536571463328633,1.7505653131524304,1.2503482686187208,5.0,10,1.0
2.367278456074757,1.750382017284555,1.301719512444948,5.0,11,1.0
2.3806663526928724,1.7165921896307195,1.3012746168157794,5.0,11,1.0
2.415438239451759,1.6829563803584089,1.2999545483046882,5.0,12,1.0
2.420926023919084,1.6821637096053386,1.2997246680285377,5.0,12,1.0
2.4263740017089797,1.682290794451522,1.2994906820912495,5.0,12,1.0
2.438769569475552,1.672957768959561,1.2989369358148664,5.0,12,1.0
2.4840527671675847,1.78661574731924,1.2966636255805053,5.0,13,1.0
2.4890518763896763,1.7858230759173122,1.296388736129545,5.0,13,1.0
2.4940161497668423,1.7850639297798983,1.2961110823405837,5.0,13,1.0
2.5239630278891343,1.7558104102971734,1.2943375956072825,5.0,14,1.0
2.528686938225183,1.7836172128699603,1.2940424571186915,5.0,14,1.0
2.5453929094103147,1.7677363932948138,1.2929652229191486,5.0,15,1.0
2.5499718016674153,1.7670696855361827,1.2926608684670018,5.0,15,1.0
2.588757668943375,1.7806343357575014,1.2899263993164793,5.0,16,1.0
2.5930490008236715,1.7787115066992842,1.2896067070981596,5.0,16,1.0
2.5973123057502514,1.7786054802273255,1.2892857275014804,5.0,16,1.0
2.6070239685832877,1.7773041613883405,1.2885419950055337,5.0,16,1.0
2.6165915095447634,1.6601961081432206,1.2877922537534812,5.0,17,1.0
2.620702436800956,1.769580117346405,1.287464916182421,5.0,17,1.0
2.645496784077101,1.7466583611503916,1.2854245020895025,5.0,18,1.0
2.6494238221797493,1.7461805156852805,1.285090928837916,5.0,18,1.0
2.6633782725215225,1.7327532879179501,1.2838825892239178,5.0,18,1.0
2.672127388279849,1.5888663449137024,1.2831066684818495,5.0,18,1.0
2.6758881380813277,1.583777574436383,1.2827688038982563,5.0,19,1.0
2.679625647269937,1.5834861925392338,1.2824304412285457,5.0,19,1.0
2.6833401190098556,1.5831950651833115,1.2820916094089247,5.0,19,1.0
2.687031754140394,1.6504540694403993,1.2817523366773536,5.0,19,1.0
2.690700751209204,1.7670039546336005,1.2814126505905543,5.0,19,1.0
2.6943473065048753,1.7662690152339537,1.2810725780405694,5.0,19,1.0
2.6979716140890107,1.7660778598693814,1.2807321452708758,5.0,19,1.0
2.7015738658277098,1.7653586244993582,1.280391377892074,5.0,19,1.0
2.705154251422556,1.765072480495484,1.280050300897161,5.0,20,1.0
